0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,0,
0,0,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,0,
0,0,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,0,
0,0,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,0,
0,0,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,0,
0,0,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,0,
0,0,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,0,
0,0,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,0,
0,0,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,0
